movement_id,movement_date,plant_id,material_id,movement_type,quantity
22380,02.06.2025,DE10,P455339,Goods Issue,-1.0
86462,2024-07-01,US10,P504054,Goods Receipt,5.0
42450,11.02.2024,us10,P472317,Goods Issue,-1.0
7021,06/07/2025,FR10,P479830,GI Sale,
25821,12-Apr-2025,de10,P481396,601,-1.0
56154,24-Aug-2024, US20,P501721,601,-1.0
15528,2024-06-11,UK10 ,P501516,601,-1.0
72301,02/24/2025,FR10,P440305,GR,2.0
53482,2024-09-07, US20,P501760,GI Sale,-1.0
89874,22.04.2024,US10 ,P483706,101,1.0
6906,2024-11-19,fr10,P457429,601_GOODS_ISSUE_SALE,-1.0
12019,15.04.2025,FR10 ,P449342,601,-1.0
58786,2024-01-18,US20 ,P471076,GI Sale,-1.0
58998,12/10/2024,us20,P428222,GI Sale,-1.0
15099,10.03.2024,UK10,P399503,Goods Issue,-1.0
56717,07-Aug-2024,us20,P420699,601,-1.0
16825,09/30/2024,uk10,P470025,601,-1.0
84129,01/13/2025,DE10,P397627,GR,3.0
93729,04/08/2024,US20,P500687,GR,3.0
74934,01/29/2024,fr10,P183916,101_GOODS_RECEIPT,
60119,2024-10-23,AE10 ,P418122,Goods Issue,-1.0
3983,10/20/2024,FR10,P433125,601,-1.0
63133,01/30/2024,AE10,P470025,GI Sale,-1.0
20290,11.03.2025, UK10,P431511,Goods Issue,-1.0
31584,2024-07-21,us10,P91627362,601,-1.0
77020,2024-06-03,UK10,P504789,101,2.0
35554,09-Oct-2024,US10,P476697,Goods Issue,
168,2023-12-31,UK10,P450720,Opening Balance,3.0
49777,06/02/2024,US20 ,P472065,GI Sale,-1.0
70012,20-Jan-2025, MA10,P471242,Goods Issue,-1.0
48893,03-Jun-2024,US20 ,P504159,Goods Issue,-1.0
93455,2024-12-16, US20,P467038,Goods Receipt,6.0
64692,2024-04-09,ae10,P401771,GI Sale,-1.0
58170,2024-07-11,us20,P49848448,601,-1.0
9342,22-May-2025,FR10,P7844,601_GOODS_ISSUE_SALE,-1.0
74490,22-Apr-2024,fr10,P469440,101_GOODS_RECEIPT,2.0
43633,08-Jul-2024,US10,P505041,601_GOODS_ISSUE_SALE,-1.0
88414,2024-02-26,US10 ,P501435,GR,3.0
37575,16-Jan-2025, US10,P428222,601,-1.0
103336,04/07/2025,MA10,P459301,101,1.0
56946,05/10/2024,US20 ,P429952,601_GOODS_ISSUE_SALE,-1.0
7235,2024-01-13, FR10,P481396,GI Sale,-1.0
24498,03/18/2024,DE10,P457429,Goods Issue,-1.0
11269,30-May-2024, FR10,P382378,Goods Issue,-1.0
36938,09/27/2024,us10,P473185,601_GOODS_ISSUE_SALE,-1.0
72711,29-Jul-2024,FR10 ,P469195,101_GOODS_RECEIPT,1.0
3429,10-May-2024,FR10,P476011,601,-2.0
426,31.12.2023, DE10,P469828,000_OPENING_BALANCE,3.0
87114,17-Jun-2024,US10 ,P432863,GR,3.0
4996,2025-03-21,FR10 ,P472817,601_GOODS_ISSUE_SALE,-1.0
4448,06.04.2024,FR10,P500445,601_GOODS_ISSUE_SALE,-1.0
91319,02/26/2024, US10,P471076,101_GOODS_RECEIPT,5.0
100376,07/15/2024,AE10 ,P504453,101_GOODS_RECEIPT,2.0
53750,02-Jun-2024, US20,P432045,Goods Issue,-1.0
67202,2025-02-11,ae10,P467120,601_GOODS_ISSUE_SALE,
7972,14.03.2024,FR10,P456007,Goods Issue,-1.0
65518,21-Sep-2024,ae10,P455321,601,-1.0
84063,2025-02-24,DE10 ,P504789,101_GOODS_RECEIPT,2.0
45367,2024-03-11,us10,P504453,601_GOODS_ISSUE_SALE,-1.0
40558,2024-02-17,us10,P387564,Goods Issue,-1.0
20949,2024-12-20, UK10,P429554,601_GOODS_ISSUE_SALE,-1.0
89843,2024-07-01,us10,P409988,101,1.0
20521,29.05.2024,uk10,P476550,601,-1.0
14961,2024-01-13,uk10,P476697,601,-1.0
69248,05-Sep-2024,ma10,P501721,601,-1.0
79447,04-Nov-2024,UK10,P409988,GR,4.0
22393,22.04.2024,de10,P448730,GI Sale,-1.0
52236,10/27/2024,US20,P504281,Goods Issue,-1.0
66131,10/20/2024,AE10 ,P471242,601_GOODS_ISSUE_SALE,-1.0
65745,06/23/2024, AE10,P476428,GI Sale,-1.0
25944,17.02.2025, DE10,P444990,Goods Issue,-1.0
43939,03/25/2025,US10,P405602,Goods Issue,-1.0
39113,2024-06-11,us10,P413684,601,-1.0
57318,04/16/2025,US20,P504789,GI Sale,-1.0
10262,30-Aug-2024,FR10 ,P413326,601_GOODS_ISSUE_SALE,-1.0
15122,30-Jul-2024, UK10,P399503,Return,1.0
54114,01/31/2025,us20,P483678,601_GOODS_ISSUE_SALE,-1.0
86160,20.05.2024,us10,P467973,101,1.0
41350,21-Mar-2025,US10,P49848448,601_GOODS_ISSUE_SALE,-1.0
11693,11/23/2024, FR10,P475118,GI Sale,-1.0
23961,27-Jan-2024,de10,P446816,Goods Issue,-1.0
75019,2025-02-24,FR10 ,P436757,GR,4.0
76461,05/05/2025,FR10 ,P501760,101,3.0
27864,21.07.2024,de10,P397627,Goods Issue,-1.0
50324,23-May-2025,US20,P470542,GI Sale,-1.0
42251,2024-05-03,US10 ,P109911,GI Sale,-2.0
66506,07/04/2024,AE10,P269707,Goods Issue,-1.0
91192,02.12.2024,us10,P428636,GR,3.0
43640,12.09.2024,US10 ,P505041,GI Sale,-1.0
64609,04-Jul-2024,AE10,P504364,Goods Issue,-1.0
34982,02.05.2024,us10,P501284,GI Sale,-1.0
64595,08-Jan-2024, AE10,P504364,Goods Issue,-1.0
29465,2024-05-09, DE10,P405269,Goods Issue,-2.0
16991,11/02/2024, UK10,P408218,601,-1.0
8480,04-Oct-2024, FR10,P501697,601,-1.0
80995,03/11/2024,UK10,P502185,Goods Receipt,1.0
78073,2024-12-16,UK10,P472065,101,4.0
58150,21.04.2024,us20,P49848448,601_GOODS_ISSUE_SALE,-2.0
56690,04-Feb-2024,us20,P420699,651,1.0
94712,04-Nov-2024,US20 ,P387564,101,2.0
32009,06/05/2025, US10,P444990,Goods Issue,-1.0
45999,12/14/2024,US10 ,P479829,601,-1.0
10544,18.10.2024,FR10 ,P395532,Goods Issue,-1.0
56003,2025-02-24,US20,P478239,Goods Issue,-1.0
104526,16-Dec-2024,ma10,P473145,Goods Receipt,1.0
98563,15-Jan-2024,ae10,P469440,101_GOODS_RECEIPT,3.0
27878,20.10.2024, DE10,P397627,601,-1.0
71847,09/09/2024,FR10 ,P482755,GR,1.0
78339,10/21/2024,UK10,P466426,101_GOODS_RECEIPT,1.0
4529,16-Apr-2024,fr10,P501360,601_GOODS_ISSUE_SALE,-1.0
13686,13.03.2025, UK10,P429952,601,-1.0
3895,10.01.2024,fr10,P502186,Goods Issue,-1.0
54159,2024-11-03,US20,P468161,Goods Issue,-1.0
30066,2024-01-06, DE10,P431511,601,-1.0
7400,2025-01-24,fr10,P470246,601_GOODS_ISSUE_SALE,
58182,12-Sep-2024, US20,P49848448,601_GOODS_ISSUE_SALE,-1.0
92817,20.05.2024,US20,P504794,101,5.0
71330,12-Jun-2025,MA10,P501493,651,1.0
30889,16.03.2024,DE10,P49848448,GI Sale,-1.0
12383,09/15/2024, FR10,P501760,601_GOODS_ISSUE_SALE,-1.0
30790,02.07.2024, DE10,P477822,GI Sale,-1.0
29827,13-Nov-2024,de10,P34402,Goods Issue,-1.0
9369,27.08.2024,FR10,P505250,601_GOODS_ISSUE_SALE,-1.0
52463,14-Jan-2025,US20,P387564,Goods Issue,-1.0
70296,16.01.2024, MA10,P501284,651_CUSTOMER_RETURN,1.0
6547,18.05.2024,fr10,P229406,601,-1.0
28168,13-Mar-2025,de10,P473260,601,-1.0
1272,08.08.2024,FR10,P476428,601_GOODS_ISSUE_SALE,-1.0
82740,12/16/2024,DE10 ,P476671,GR,1.0
90668,09.09.2024,US10 ,P474942,GR,1.0
4378,08/23/2024,fr10,P152203,GI Sale,-1.0
98460,2024-07-15,AE10,P387564,101,2.0
28973,02-Aug-2024,de10,P476550,GI Sale,-1.0
21205,2024-05-03,uk10,P417312,GI Sale,-1.0
74223,02.06.2025, FR10,P481396,GR,1.0
51640,02-Feb-2025,US20,P484052,GI Sale,-1.0
25765,07.03.2024,DE10 ,P481396,601_GOODS_ISSUE_SALE,-1.0
8489,01/03/2025,fr10,P501697,GI Sale,-1.0
31172,2024-08-02,de10,P443834,Goods Issue,-1.0
60316,2025-04-13, AE10,P448200,Customer Return,1.0
86277,05/05/2025,US10 ,P444990,Goods Receipt,2.0
5720,10.01.2025,fr10,P91627362,601,-1.0
4365,06/22/2024,FR10 ,P152203,Goods Issue,-1.0
25927,24-Aug-2024,DE10 ,P444990,601,-1.0
31569,16.03.2024,US10,P91627362,GI Sale,-1.0
33899,30.05.2025, US10,P397465,GI Sale,-1.0
43163,01/11/2025,us10,P503857,GI Sale,-1.0
16924,06-Mar-2025,uk10,P296439,Goods Issue,
41527,03-Jan-2024,us10,P416825,601_GOODS_ISSUE_SALE,-1.0
81869,2025-04-07,DE10 ,P484052,101,1.0
15247,08-Jan-2024,uk10,P461636,601_GOODS_ISSUE_SALE,-1.0
73949,05.05.2025,FR10,P229406,101,1.0
67672,25-Oct-2024,AE10 ,P405602,GI Sale,-1.0
40681,12/07/2024,US10 ,P458630,Goods Issue,-1.0
63491,17-Feb-2025,AE10,P481370,601,-1.0
31659,01/13/2024,US10 ,P470510,GI Sale,-1.0
49425,06-Nov-2024,us20,P408218,Customer Return,1.0
29688,09/09/2024, DE10,P439406,601,-1.0
3094,29.10.2024,FR10,P478239,601_GOODS_ISSUE_SALE,-1.0
97134,19-May-2025, US20,P434399,Goods Receipt,1.0
26579,07/15/2024,de10,P397465,Goods Issue,-1.0
53729,2024-01-18,us20,P432045,601_GOODS_ISSUE_SALE,-1.0
51725,07.02.2025,us20,P504064,Goods Issue,-1.0
46121,2025-04-02,us10,P431511,601,-1.0
12314,13.07.2024,FR10,P387939,601,-1.0
63786,16.06.2024,AE10 ,P500445,Goods Issue,-1.0
65448,15.02.2025, AE10,P409988,601,-1.0
74640,18-Nov-2024,FR10,P475951,101_GOODS_RECEIPT,5.0
46367,2024-06-24, US10,P455418,Goods Issue,-1.0
97406,23-Sep-2024,US20 ,P476865,101_GOODS_RECEIPT,1.0
43865,23.05.2024, US10,P405602,Return,1.0
78956,2024-03-11,uk10,P502068,101_GOODS_RECEIPT,2.0
87326,10/21/2024,US10 ,P501516,101,1.0
12008,04.03.2025,FR10 ,P449342,601_GOODS_ISSUE_SALE,-1.0
27410,24.01.2024,de10,P480152,GI Sale,-1.0
4047,2024-03-30,FR10,P502185,GI Sale,-3.0
71049,02/17/2025,MA10,P152203,601,-1.0
20488,04/25/2025,UK10,P481396,601,-1.0
89602,26.08.2024, US10,P467038,GR,1.0
30706,12-Aug-2024,de10,P469197,601,-1.0
42135,05/27/2025,us10,P470004,601_GOODS_ISSUE_SALE,-1.0
18912,07-May-2025, UK10,P395532,651_CUSTOMER_RETURN,1.0
3825,18-May-2024, FR10,P467038,601,-1.0
80396,2024-12-30,UK10 ,P422275,GR,
88335,10.02.2025,US10 ,P449342,101,3.0
84324,03/24/2025,de10,P501360,Goods Receipt,1.0
7427,21.03.2024,fr10,P480636,Goods Issue,-1.0
5994,2024-10-26,FR10 ,P502866,Goods Issue,-1.0
16268,2024-11-20,UK10 ,P475118,601_GOODS_ISSUE_SALE,-1.0
48537,09.06.2024,us20,P440305,601_GOODS_ISSUE_SALE,-1.0
8751,09-Nov-2024,fr10,P477838,601_GOODS_ISSUE_SALE,-1.0
90679,2025-02-24,US10 ,P474942,101,2.0
73881,05-May-2025,FR10 ,P429554,GR,1.0
100276,09/09/2024,AE10,P444990,GR,1.0
35503,23-Feb-2025,US10,P454941,601,-1.0
72120,29.01.2024,fr10,P500787,101,2.0
6014,2025-02-02,FR10,P502866,Return,1.0
60224,2024-01-29,AE10,P474942,601_GOODS_ISSUE_SALE,-1.0
38969,06/11/2025,us10,P162554,Goods Issue,-1.0
1198,19-Sep-2024, FR10,P505041,GI Sale,-1.0
68478,01.02.2025,ma10,P476671,601_GOODS_ISSUE_SALE,-1.0
8157,22.10.2024,FR10 ,P467973,Goods Issue,-1.0
73263,02-Dec-2024,FR10,P472817,101_GOODS_RECEIPT,1.0
91123,02/24/2025,US10,P413326,Goods Receipt,1.0
55048,04/12/2024,us20,P471242,GI Sale,-1.0
84933,2024-01-15,DE10,P420699,101_GOODS_RECEIPT,1.0
71638,05.05.2025,fr10,P476428,GR,1.0
13020,04/18/2024, UK10,P476428,601_GOODS_ISSUE_SALE,-1.0
100409,03/24/2025,ae10,P500445,Goods Receipt,2.0
38581,2024-03-30,US10 ,P480636,GI Sale,-1.0
98353,21-Apr-2025, AE10,P466426,101,3.0
27383,05-Jan-2025,de10,P417312,601_GOODS_ISSUE_SALE,-2.0
23007,03/17/2024, DE10,P504841,601,-1.0
9901,01-Feb-2025,FR10,P420019,GI Sale,-1.0
55380,29.06.2024,US20 ,P476550,Goods Issue,-1.0
56137,22-Mar-2024,US20 ,P501721,601,-1.0
62361,09-May-2025,AE10,P482694,Goods Issue,-2.0
43086,06-Nov-2024, US10,P479688,601_GOODS_ISSUE_SALE,-1.0
15754,12/11/2024, UK10,P472065,601_GOODS_ISSUE_SALE,-1.0
98708,26-Feb-2024,AE10 ,P455339,GR,1.0
98822,15-Jul-2024,AE10,P472065,101_GOODS_RECEIPT,
85857,2025-01-13, DE10,P54433,101_GOODS_RECEIPT,1.0
105154,09/09/2024,MA10 ,P475118,Goods Receipt,3.0
88833,24-Mar-2025,US10 ,P76000,101_GOODS_RECEIPT,1.0
76525,30-Dec-2024,fr10,P448730,101,1.0
82003,29-Jul-2024,DE10,P473145,101_GOODS_RECEIPT,2.0
60242,07/26/2024, AE10,P474942,601_GOODS_ISSUE_SALE,-1.0
100340,29.01.2024,ae10,P476671,Goods Receipt,1.0
76547,26.08.2024, FR10,P482013,GR,1.0
75286,2025-06-02,FR10 ,P483474,101_GOODS_RECEIPT,1.0
63398,12/14/2024,ae10,P501697,601,-1.0
97209,18.11.2024,US20 ,P46587789,101,1.0
70487,2025-05-21, MA10,P473145,601,-1.0
99733,18-Nov-2024, AE10,P451225,101,1.0
93133,2025-01-27, US20,P436757,101,2.0
63463,28.05.2024, AE10,P481370,Goods Issue,-1.0
46928,30-Mar-2024,US10,P479830,Goods Issue,-1.0
88972,30-Jun-2025,us10,P430910,101_GOODS_RECEIPT,4.0
5661,2025-04-28, FR10,P405602,Goods Issue,-1.0
60319,18.05.2025, AE10,P448200,601,-1.0
44560,11-Feb-2025, US10,P443834,Goods Issue,-1.0
78804,2024-09-09,UK10,P375534,Goods Receipt,1.0
9122,06/29/2024,FR10,P481141,601_GOODS_ISSUE_SALE,-1.0
98151,2024-01-15, AE10,P454083,GR,1.0
25990,20.09.2024,DE10 ,P46587789,Goods Issue,-1.0
64652,2024-08-02,ae10,P428636,601,-1.0
97511,03.06.2024,US20,P461950,Goods Receipt,1.0
57582,10.06.2025,us20,P434399,Goods Issue,-1.0
37938,04/13/2024,US10,P469197,GI Sale,-1.0
13827,12/14/2024,uk10,P501721,GI Sale,-1.0
10609,2025-06-02,FR10,P395532,Goods Issue,-3.0
73857,29.01.2024,FR10,P429554,101_GOODS_RECEIPT,2.0
13859,16.02.2024,UK10 ,P467944,GI Sale,-1.0
18199,12/28/2024,uk10,P479732,Goods Issue,-2.0
61657,03/20/2025,AE10,P378111,601_GOODS_ISSUE_SALE,-1.0
35994,2024-04-18,US10 ,P504789,651_CUSTOMER_RETURN,1.0
12262,19.08.2024,FR10,P475981,601_GOODS_ISSUE_SALE,-1.0
17190,24-Apr-2024,UK10 ,P479830,Goods Issue,-1.0
99145,11/04/2024,ae10,P457429,Goods Receipt,1.0
87218,29-Jul-2024,us10,P392004,101,1.0
44649,27-Oct-2024,US10,P455321,601_GOODS_ISSUE_SALE,-1.0
44524,2024-07-30,us10,P443834,601_GOODS_ISSUE_SALE,-1.0
101902,2024-04-22,ae10,P501721,101,2.0
78710,03/10/2025, UK10,P470542,GR,1.0
2094,2024-06-28,fr10,P461185,651,1.0
35941,12/28/2024,US10,P269707,601_GOODS_ISSUE_SALE,-1.0
68605,2024-05-06,MA10,P472065,Goods Issue,-1.0
4514,26.06.2025,FR10 ,P500445,601_GOODS_ISSUE_SALE,-1.0
72045,24.03.2025,FR10 ,P461185,Goods Receipt,1.0
73538,01/27/2025,FR10,P405602,Goods Receipt,3.0
93487,09/23/2024,US20,P472065,101,3.0
866,2023-12-31,AE10,P455339,Opening Balance,3.0
20030,2025-05-04,uk10,P472044,GI Sale,-1.0
72096,2024-06-03, FR10,P501965,Goods Receipt,1.0
66724,08.01.2024,ae10,P399503,Goods Issue,-1.0
59989,16.03.2025,AE10,P473185,601,-1.0
27001,16.06.2025, DE10,P450720,GI Sale,-1.0
105200,05.05.2025,MA10,P461185,GR,3.0
14003,18.02.2025,UK10,P480634,601,-1.0
42447,2024-01-13,US10 ,P472317,GI Sale,-1.0
36355,23-Dec-2024,US10 ,P440305,GI Sale,-1.0
52392,16-Jun-2025,us20,P456975,GI Sale,-1.0
71436,05-Mar-2025, MA10,P461185,Goods Issue,-1.0
46477,15.11.2024,US10,P467123,601,-1.0
46880,12-Apr-2024,us10,P482013,Return,1.0
32688,15.06.2025, US10,P152203,Goods Issue,-1.0
39895,2025-03-26, US10,P468353,GI Sale,-1.0
86131,07/29/2024,us10,P470510,101_GOODS_RECEIPT,1.0
41705,30-May-2024, US10,P379995,601_GOODS_ISSUE_SALE,-1.0
43711,13.07.2024,us10,P504187,601_GOODS_ISSUE_SALE,-1.0
73207,02/26/2024,fr10,P432045,Goods Receipt,2.0
57271,2024-07-14, US20,P504789,601,-1.0
103286,04/07/2025,MA10 ,P503762,Goods Receipt,1.0
82696,07/29/2024,de10,P474942,101,1.0
69531,02/02/2025,MA10,P462387,601,-1.0
91147,08/12/2024,us10,P434399,101_GOODS_RECEIPT,1.0
67708,14.06.2024,AE10 ,P432863,Goods Issue,-1.0
68742,29.01.2024,MA10 ,P502185,601,-1.0
86431,2024-06-17,US10,P470246,101_GOODS_RECEIPT,1.0
23450,16.07.2024,de10,P500445,GI Sale,-1.0
100146,05.05.2025,ae10,P471226,Goods Receipt,3.0
6564,09/06/2024,FR10,P229406,Goods Issue,-1.0
94789,03/24/2025,US20 ,P467120,101,5.0
5455,05/13/2024,FR10 ,P470510,GI Sale,-1.0
88626,2024-04-22,us10,P469197,101,9.0
87955,2025-02-24, US10,P472452,GR,1.0
57830,2024-10-11,us20,P401771,Goods Issue,-1.0
95978,30.06.2025,us20,P479830,101,2.0
93957,09/09/2024,us20,P453929,GR,1.0
17801,04-Dec-2024,UK10 ,P483678,GI Sale,-1.0
36190,23-May-2024, US10,P479732,601,-1.0
74205,2024-07-29,fr10,P481396,101,6.0
53869,03/04/2025,US20,P502866,601_GOODS_ISSUE_SALE,-1.0
27569,16-Jan-2025,de10,P395532,601_GOODS_ISSUE_SALE,-1.0
29050,01.02.2024,DE10 ,P429621,GI Sale,-1.0
13755,2024-11-22,UK10 ,P480636,Goods Issue,-1.0
65782,2024-04-28, AE10,P459301,601_GOODS_ISSUE_SALE,-1.0
104620,09.09.2024,MA10,P477168,101,1.0
21314,2024-12-03,uk10,P430910,601_GOODS_ISSUE_SALE,-1.0
12313,2024-06-30,fr10,P387939,601,-1.0
75884,01-Jul-2024,FR10,P461451,101_GOODS_RECEIPT,3.0
78329,04/22/2024,UK10 ,P466426,GR,3.0
53696,13-Jul-2024,us20,P418122,601,-1.0
74529,07/29/2024,FR10 ,P456007,GR,1.0
5907,02-Nov-2024,fr10,P401771,Goods Issue,-1.0
13700,11.05.2025,UK10,P429952,Goods Issue,-1.0
85271,22.04.2024,DE10,P501697,Goods Receipt,1.0
84975,08/12/2024,de10,P483678,Goods Receipt,1.0
19864,01/14/2025,UK10,P54433,601_GOODS_ISSUE_SALE,-1.0
35137,17-Mar-2024,us10,P229406,601,-1.0
83632,10/21/2024,DE10,P420019,GR,2.0
81470,2024-05-20, DE10,P468161,101,4.0
95310,2024-05-06, US20,P432045,101,2.0
27109,05.06.2024,de10,P482694,Goods Issue,-1.0
75492,03-Jun-2024,FR10,P451225,Goods Receipt,2.0
17955,2024-10-12, UK10,P294018,601_GOODS_ISSUE_SALE,-1.0
48695,2024-04-26,US20 ,P91627362,601_GOODS_ISSUE_SALE,-1.0
44935,12/07/2024,us10,P501153,GI Sale,-1.0
93383,26.08.2024, US20,P405269,101_GOODS_RECEIPT,1.0
41718,11/29/2024, US10,P379995,GI Sale,-2.0
24653,26.04.2024, DE10,P468353,601,-1.0
23135,13.05.2025, DE10,P481370,GI Sale,-1.0
92652,2024-05-06, US20,P109911,GR,2.0
37001,29-Jun-2024,US10 ,P477838,651_CUSTOMER_RETURN,1.0
64161,13.06.2025,AE10,P152203,GI Sale,-1.0
42034,28.02.2025,US10 ,P500787,601,-1.0
54026,04/30/2025,us20,P476690,Return,1.0
13702,23-May-2025, UK10,P429952,601,-1.0
60419,06/14/2025,AE10 ,P462387,Goods Issue,-1.0
64198,10-Jun-2025,ae10,P502068,Return,1.0
67951,03-Sep-2024, AE10,P483706,601_GOODS_ISSUE_SALE,-1.0
42202,01/13/2025,US10 ,P470525,GI Sale,-1.0
57944,10.01.2025,us20,P455339,601_GOODS_ISSUE_SALE,-1.0
80327,30.12.2024,UK10 ,P476550,101,2.0
69447,29.06.2024, MA10,P457458,601_GOODS_ISSUE_SALE,-1.0
29021,2024-05-13,de10,P504453,601_GOODS_ISSUE_SALE,-1.0
105142,12/02/2024,ma10,P504281,101,1.0
20818,2025-03-06,uk10,P457429,Goods Issue,-3.0
100074,07-Apr-2025,ae10,P479829,GR,1.0
41645,30.09.2024,US10 ,P476430,Goods Issue,-1.0
93844,2025-06-02,US20 ,P501516,101,1.0
104494,07/15/2024,ma10,P480636,101_GOODS_RECEIPT,2.0
96427,05/06/2024,us20,P504519,GR,2.0
41952,2024-02-20, US10,P500787,Goods Issue,-1.0
19075,18-Jun-2024, UK10,P446816,601,-1.0
47213,11.03.2024, US10,P473260,GI Sale,
43465,08/25/2024,US10 ,P387261,601_GOODS_ISSUE_SALE,-1.0
92125,12-Feb-2024,US10 ,P420699,101_GOODS_RECEIPT,1.0
3940,21-Jan-2024,FR10,P433125,Goods Issue,-1.0
78630,09/09/2024,UK10 ,P408218,GR,3.0
52279,24.04.2024,us20,P502068,601,-1.0
77806,2024-03-25,UK10,P454018,101,1.0
18702,27-Jul-2024,UK10,P409988,GI Sale,-1.0
59711,2024-09-15,AE10 ,P472817,Goods Issue,-1.0
53531,03/29/2024,US20 ,P500787,601,-1.0
35177,09/16/2024,US10 ,P229406,601,-1.0
35181,10/21/2024,US10 ,P229406,Goods Issue,-1.0
94211,2025-05-19,US20,P378111,Goods Receipt,2.0
89136,24.03.2025, US10,P413684,Goods Receipt,9.0
9141,2024-11-25,fr10,P481141,601,-1.0
5500,01/17/2024,FR10,P476430,601_GOODS_ISSUE_SALE,-1.0
51265,04/24/2025,US20,P472044,GI Sale,-1.0
16013,04-Nov-2024,uk10,P434440,Customer Return,1.0
29693,22.04.2025,de10,P439406,601_GOODS_ISSUE_SALE,-1.0
93457,01/13/2025,US20,P467038,101_GOODS_RECEIPT,3.0
102995,05.05.2025, MA10,P505041,101_GOODS_RECEIPT,1.0
64488,2024-06-23,AE10,P469439,Goods Issue,-1.0
42897,01/14/2025,us10,P504044,601_GOODS_ISSUE_SALE,-1.0
53556,2024-11-27,US20 ,P500787,Return,1.0
55159,25.10.2024,us20,P479830,601,-1.0
105252,2025-06-02,MA10,P439406,Goods Receipt,
57187,04-Jun-2024,US20 ,P475118,601_GOODS_ISSUE_SALE,-1.0
10606,05/24/2025,FR10,P395532,601,-1.0
21914,2024-12-21,uk10,P502185,Goods Issue,-1.0
14977,25-Apr-2024,uk10,P476697,GI Sale,-1.0
101262,01/27/2025,AE10 ,P461185,Goods Receipt,1.0
12182,10/25/2024, FR10,P504064,GI Sale,-1.0
34833,27-Jul-2024, US10,P478239,601,-1.0
82357,08/26/2024,DE10 ,P399503,101_GOODS_RECEIPT,1.0
37884,2025-01-16,US10,P294018,601,-1.0
62447,30.05.2025, AE10,P479969,601_GOODS_ISSUE_SALE,-1.0
37507,07.06.2025, US10,P429675,601,-1.0
11017,16-May-2024,FR10,P444990,Goods Issue,-1.0
9313,16.08.2024, FR10,P7844,GI Sale,-1.0
46952,28-Sep-2024,US10 ,P479830,601_GOODS_ISSUE_SALE,-1.0
59455,18-Apr-2025, US20,P458630,GI Sale,-1.0
70813,01/09/2025,MA10,P504789,GI Sale,-1.0
6084,16.02.2025,fr10,P500256,Goods Issue,-1.0
38983,2024-03-18,us10,P476428,601,-1.0
81759,15.07.2024,DE10,P387261,101_GOODS_RECEIPT,2.0
24865,25.11.2024, DE10,P91627362,601,-1.0
46286,09/20/2024,US10 ,P461636,Goods Issue,-1.0
18829,2024-04-02, UK10,P395532,Goods Issue,-1.0
91185,26-Aug-2024,US10,P428636,Goods Receipt,2.0
27094,07-Jun-2025,DE10 ,P477741,Goods Issue,-1.0
37234,2024-10-13,us10,P476550,601,-1.0
64911,10-Jan-2024,AE10,P431511,GI Sale,-1.0
3248,20-Jul-2024,fr10,P429675,601_GOODS_ISSUE_SALE,-1.0
37836,20.04.2024, US10,P294018,Goods Issue,-1.0
73786,05/05/2025,fr10,P471226,GR,2.0
51445,16.09.2024,US20 ,P450720,601,-1.0
63840,04/13/2025,AE10 ,P389524,GI Sale,-1.0
22027,06/29/2024,UK10,P502866,601,-1.0
24404,02/24/2025,de10,P456006,601,-1.0
97621,16.06.2025,US20,P399503,101,3.0
50330,19-Jun-2025,US20 ,P470542,601,-1.0
36492,2024-04-02,us10,P503762,GI Sale,-1.0
55724,01-May-2025,US20 ,P480636,601,-1.0
17576,04/24/2025,UK10 ,P472317,601_GOODS_ISSUE_SALE,-1.0
41359,04/24/2025,us10,P49848448,GI Sale,-1.0
17485,17.04.2025, UK10,P427393,Goods Issue,-1.0
62396,14.05.2025,AE10 ,P481348,Goods Issue,-1.0
14920,25.05.2024,UK10 ,P477822,GI Sale,-1.0
91312,2025-04-21, US10,P455321,101_GOODS_RECEIPT,1.0
77691,30.12.2024,UK10,P477822,101_GOODS_RECEIPT,1.0
90305,10.03.2025,us10,P500787,GR,3.0
90533,29.07.2024,us10,P442742,GR,1.0
42154,18.04.2024,us10,P470525,601_GOODS_ISSUE_SALE,-1.0
7554,24.06.2025,fr10,P476865,Goods Issue,-1.0
85005,18-Nov-2024,DE10,P429675,101,1.0
3257,2024-10-05,FR10,P429675,GI Sale,-1.0
15688,07.06.2025,UK10,P483474,GI Sale,-1.0
56315,14-Apr-2024, US20,P439406,Goods Issue,-1.0
4892,18-Oct-2024,FR10 ,P432045,601,-1.0
42401,11/29/2024, US10,P432045,651,1.0
30903,27-May-2024, DE10,P49848448,GI Sale,-1.0
94760,02.06.2025,US20,P461185,101,5.0
5581,04/09/2024,FR10 ,P405602,601,-1.0
29453,05-Apr-2025,DE10 ,P429675,601,-1.0
95545,11/18/2024,us20,P382378,101_GOODS_RECEIPT,2.0
62327,07/03/2024,AE10,P482694,Goods Issue,-1.0
31815,16.06.2024,US10 ,P432239,GI Sale,-1.0
41633,06/19/2024,US10,P476430,601_GOODS_ISSUE_SALE,-1.0
84376,2024-07-29, DE10,P296439,Goods Receipt,5.0
2222,11/24/2024,FR10,P504127,Return,1.0
1751,23-Sep-2024,FR10,P482755,601,-1.0
82236,2024-08-12, DE10,P416725,GR,1.0
97152,10/07/2024, US20,P471009,Goods Receipt,2.0
1109,31.12.2023,MA10,P482509,000,3.0
